year,country,value,indicator
2023,日本,2100.0,AI企业数量
2024,日本,2400.0,AI企业数量
2025,日本,2700.0,AI企业数量
2026,日本,3188.2148415694573,AI企业数量
2027,日本,3791.2965013481917,AI企业数量
2028,日本,4508.456887447144,AI企业数量
2029,日本,5361.275093821241,AI企业数量
2030,日本,6375.412108665703,AI企业数量
2031,日本,7581.382944174045,AI企业数量
2032,日本,9015.474822104028,AI企业数量
2033,日本,10720.839043020664,AI企业数量
2034,日本,12748.789393161693,AI企业数量
2035,日本,15160.346157514665,AI企业数量
2016,法国,350.0,AI企业数量
2017,法国,400.0,AI企业数量
2018,法国,450.0,AI企业数量
2019,法国,500.0,AI企业数量
2020,法国,550.0,AI企业数量
2021,法国,600.0,AI企业数量
2022,法国,650.0,AI企业数量
2023,法国,590.0,AI企业数量
2024,法国,640.0,AI企业数量
2025,法国,700.0,AI企业数量
2026,法国,748.9184768037212,AI企业数量
2027,法国,794.2035211603434,AI企业数量
2028,法国,842.2268278324264,AI企业数量
2029,法国,893.1539720250767,AI企业数量
2030,法国,947.1605408215528,AI企业数量
2031,法国,1004.4327385739743,AI企业数量
2032,法国,1065.1680289004871,AI企业数量
2033,法国,1129.5758155021467,AI企业数量
2034,法国,1197.8781641469504,AI企业数量
2035,法国,1270.310568310273,AI企业数量
2016,美国,3500.0,AI企业数量
2017,美国,4000.0,AI企业数量
2018,美国,4500.0,AI企业数量
2019,美国,4800.0,AI企业数量
2020,美国,5000.0,AI企业数量
2021,美国,5200.0,AI企业数量
2022,美国,5300.0,AI企业数量
2023,美国,5509.0,AI企业数量
2024,美国,5800.0,AI企业数量
2025,美国,6100.0,AI企业数量
2026,美国,6388.983038852311,AI企业数量
2027,美国,6683.581456979009,AI企业数量
2028,美国,6991.763919301069,AI企业数量
2029,美国,7314.15679122071,AI企业数量
2030,美国,7651.415320085362,AI企业数量
2031,美国,8004.224966944661,AI企业数量
2032,美国,8373.30279971598,AI企业数量
2033,美国,8759.398950588773,AI企业数量
2034,美国,9163.298140630766,AI企业数量
2035,美国,9585.821274694055,AI企业数量
2016,英国,450.0,AI企业数量
2017,英国,520.0,AI企业数量
2018,英国,600.0,AI企业数量
2019,英国,650.0,AI企业数量
2020,英国,700.0,AI企业数量
2021,英国,750.0,AI企业数量
2022,英国,3170.0,AI企业数量
2023,英国,3500.0,AI企业数量
2024,英国,3800.0,AI企业数量
2025,英国,4100.0,AI企业数量
2026,英国,4421.333333333372,AI企业数量
2027,英国,4893.575757575803,AI企业数量
2028,英国,5365.818181818235,AI企业数量
2029,英国,5838.060606060666,AI企业数量
2030,英国,6310.303030303097,AI企业数量
2031,英国,6782.545454545529,AI企业数量
2032,英国,7254.787878788076,AI企业数量
2033,英国,7727.030303030508,AI企业数量
2034,英国,8199.272727272939,AI企业数量
2035,英国,8671.51515151537,AI企业数量
2016,阿联酋,50.0,AI企业数量
2017,阿联酋,70.0,AI企业数量
2018,阿联酋,100.0,AI企业数量
2019,阿联酋,150.0,AI企业数量
2020,阿联酋,200.0,AI企业数量
2021,阿联酋,260.0,AI企业数量
2022,阿联酋,320.0,AI企业数量
2023,阿联酋,400.0,AI企业数量
2024,阿联酋,500.0,AI企业数量
2025,阿联酋,650.0,AI企业数量
2026,阿联酋,848.3951937247671,AI企业数量
2027,阿联酋,1083.5685985874388,AI企业数量
2028,阿联酋,1383.931588166979,AI企业数量
2029,阿联酋,1767.5545814294992,AI企业数量
2030,阿联酋,2257.517080356907,AI企业数量
2031,阿联酋,2883.2961774688283,AI企业数量
2032,阿联酋,3682.5399547772176,AI企业数量
2033,阿联酋,4703.332465288233,AI企业数量
2034,阿联酋,6007.086562723427,AI企业数量
2035,阿联酋,7672.238617696945,AI企业数量
2016,韩国,250.0,AI企业数量
2017,韩国,300.0,AI企业数量
2018,韩国,350.0,AI企业数量
2019,韩国,400.0,AI企业数量
2020,韩国,453.0,AI企业数量
2021,韩国,502.0,AI企业数量
2022,韩国,550.0,AI企业数量
2023,韩国,2354.0,AI企业数量
2024,韩国,2600.0,AI企业数量
2025,韩国,2850.0,AI企业数量
2026,韩国,2728.20000000007,AI企业数量
2027,韩国,3031.345454545575,AI企业数量
2028,韩国,3334.490909090964,AI企业数量
2029,韩国,3637.6363636364695,AI企业数量
2030,韩国,3940.781818181975,AI企业数量
2031,韩国,4243.927272727364,AI企业数量
2032,韩国,4547.072727272869,AI企业数量
2033,韩国,4850.218181818374,AI企业数量
2034,韩国,5153.36363636388,AI企业数量
2035,韩国,5456.509090909269,AI企业数量
2016,中国,5.0,AI市场规模
2017,中国,7.5,AI市场规模
2018,中国,10.0,AI市场规模
2019,中国,15.0,AI市场规模
2020,中国,25.0,AI市场规模
2021,中国,40.0,AI市场规模
2022,中国,60.0,AI市场规模
2023,中国,90.0,AI市场规模
2024,中国,125.0,AI市场规模
2025,中国,115.0,AI市场规模
2026,中国,128.00000000000364,AI市场规模
2027,中国,142.31818181818744,AI市场规模
2028,中国,156.6363636363676,AI市场规模
2029,中国,170.9545454545514,AI市场规模
2030,中国,185.2727272727352,AI市场规模
2031,中国,199.59090909091537,AI市场规模
2032,中国,213.90909090909918,AI市场规模
2033,中国,228.22727272728298,AI市场规模
2034,中国,242.54545454546314,AI市场规模
2035,中国,256.86363636364695,AI市场规模
2016,加拿大,0.3,AI市场规模
2017,加拿大,0.5,AI市场规模
2018,加拿大,0.7,AI市场规模
2019,加拿大,1.0,AI市场规模
2020,加拿大,1.5,AI市场规模
2021,加拿大,2.4,AI市场规模
2022,加拿大,3.6,AI市场规模
2023,加拿大,5.4,AI市场规模
2024,加拿大,7.5,AI市场规模
2025,加拿大,8.0,AI市场规模
2026,加拿大,8.10666666666657,AI市场规模
2027,加拿大,9.018787878787862,AI市场规模
2028,加拿大,9.930909090909154,AI市场规模
2029,加拿大,10.843030303030218,AI市场规模
2030,加拿大,11.75515151515151,AI市场规模
2031,加拿大,12.667272727272803,AI市场规模
2032,加拿大,13.579393939394095,AI市场规模
2033,加拿大,14.491515151515387,AI市场规模
2034,加拿大,15.403636363636451,AI市场规模
2035,加拿大,16.315757575757743,AI市场规模
2016,印度,0.2,AI市场规模
2017,印度,0.3,AI市场规模
2018,印度,0.5,AI市场规模
2019,印度,0.8,AI市场规模
2020,印度,1.2,AI市场规模
2021,印度,2.0,AI市场规模
2022,印度,3.0,AI市场规模
2023,印度,5.0,AI市场规模
2024,印度,7.0,AI市场规模
2025,印度,11.0,AI市场规模
2026,印度,17.781756886644303,AI市场规模
2027,印度,27.13300169827552,AI市场规模
2028,印度,41.401970899263375,AI市场规模
2029,印度,63.17484565124232,AI市场规模
2030,印度,96.39785344444331,AI市场规模
2031,印度,147.09250260769886,AI市场规模
2032,印度,224.44695136147885,AI市场规模
2033,印度,342.4813167386094,AI市场规模
2034,印度,522.5887525026211,AI市场规模
2035,印度,797.4128540584948,AI市场规模
2016,德国,0.8,AI市场规模
2017,德国,1.2,AI市场规模
2018,德国,1.6,AI市场规模
2019,德国,2.4,AI市场规模
2020,德国,4.0,AI市场规模
2021,德国,6.4,AI市场规模
2022,德国,9.6,AI市场规模
2023,德国,14.4,AI市场规模
2024,德国,20.0,AI市场规模
2025,德国,22.0,AI市场规模
2026,德国,21.920000000000073,AI市场规模
2027,德国,24.407272727272357,AI市场规模
2028,德国,26.89454545454555,AI市场规模
2029,德国,29.381818181817835,AI市场规模
2030,德国,31.869090909091028,AI市场规模
2031,德国,34.35636363636422,AI市场规模
2032,德国,36.843636363636506,AI市场规模
2033,德国,39.3309090909097,AI市场规模
2034,德国,41.81818181818289,AI市场规模
2035,德国,44.30545454545518,AI市场规模
2016,日本,0.6,AI市场规模
2017,日本,0.9,AI市场规模
2018,日本,1.2,AI市场规模
2019,日本,1.8,AI市场规模
2020,日本,3.0,AI市场规模
2021,日本,4.8,AI市场规模
2022,日本,7.2,AI市场规模
2023,日本,10.8,AI市场规模
2024,日本,15.0,AI市场规模
2025,日本,16.0,AI市场规模
2026,日本,16.240000000000236,AI市场规模
2027,日本,18.078181818182202,AI市场规模
2028,日本,19.916363636364167,AI市场规模
2029,日本,21.754545454546133,AI市场规模
2030,日本,23.592727272728098,AI市场规模
2031,日本,25.43090909090961,AI市场规模
2032,日本,27.269090909091574,AI市场规模
2033,日本,29.10727272727354,AI市场规模
2034,日本,30.945454545455505,AI市场规模
2035,日本,32.78363636363747,AI市场规模
2016,法国,0.4,AI市场规模
2017,法国,0.6,AI市场规模
2018,法国,0.8,AI市场规模
2019,法国,1.2,AI市场规模
2020,法国,2.0,AI市场规模
2021,法国,3.2,AI市场规模
2022,法国,4.8,AI市场规模
2023,法国,7.2,AI市场规模
2024,法国,10.0,AI市场规模
2025,法国,11.0,AI市场规模
2026,法国,10.960000000000036,AI市场规模
2027,法国,12.203636363636178,AI市场规模
2028,法国,13.447272727272775,AI市场规模
2029,法国,14.690909090908917,AI市场规模
2030,法国,15.934545454545514,AI市场规模
2031,法国,17.17818181818211,AI市场规模
2032,法国,18.421818181818253,AI市场规模
2033,法国,19.66545454545485,AI市场规模
2034,法国,20.909090909091447,AI市场规模
2035,法国,22.15272727272759,AI市场规模
2016,美国,10.0,AI市场规模
2017,美国,15.0,AI市场规模
2018,美国,20.0,AI市场规模
2019,美国,30.0,AI市场规模
2020,美国,50.0,AI市场规模
2021,美国,80.0,AI市场规模
2022,美国,120.0,AI市场规模
2023,美国,180.0,AI市场规模
2024,美国,250.0,AI市场规模
2025,美国,371.7,AI市场规模
2026,美国,598.8483966741621,AI市场规模
2027,美国,880.9758054155016,AI市场规模
2028,美国,1296.018114163518,AI市场规模
2029,美国,1906.5937360762832,AI市场规模
2030,美国,2804.82165698086,AI市场规模
2031,美国,4126.219644285096,AI市场规模
2032,美国,6070.15013254382,AI市场规模
2033,美国,8929.898504713725,AI市场规模
2034,美国,13136.9217504132,AI市场规模
2035,美国,19325.943400743214,AI市场规模
2016,英国,1.0,AI市场规模
2017,英国,1.5,AI市场规模
2018,英国,2.0,AI市场规模
2019,英国,3.0,AI市场规模
2020,英国,5.0,AI市场规模
2021,英国,8.0,AI市场规模
2022,英国,12.0,AI市场规模
2023,英国,18.0,AI市场规模
2024,英国,25.0,AI市场规模
2025,英国,28.0,AI市场规模
2026,英国,27.600000000000364,AI市场规模
2027,英国,30.73636363636342,AI市场规模
2028,英国,33.87272727272739,AI市场规模
2029,英国,37.009090909091356,AI市场规模
2030,英国,40.14545454545532,AI市场规模
2031,英国,43.28181818181929,AI市场规模
2032,英国,46.41818181818235,AI市场规模
2033,英国,49.554545454546314,AI市场规模
2034,英国,52.69090909091028,AI市场规模
2035,英国,55.82727272727425,AI市场规模
2016,阿联酋,0.1,AI市场规模
2017,阿联酋,0.2,AI市场规模
2018,阿联酋,0.3,AI市场规模
2019,阿联酋,0.5,AI市场规模
2020,阿联酋,1.0,AI市场规模
2021,阿联酋,2.0,AI市场规模
2022,阿联酋,3.0,AI市场规模
2023,阿联酋,5.0,AI市场规模
2024,阿联酋,7.0,AI市场规模
2025,阿联酋,8.0,AI市场规模
2026,阿联酋,7.733333333333576,AI市场规模
2027,阿联酋,8.646666666666988,AI市场规模
2028,阿联酋,9.560000000000173,AI市场规模
2029,阿联酋,10.473333333333585,AI市场规模
2030,阿联酋,11.386666666666997,AI市场规模
2031,阿联酋,12.30000000000041,AI市场规模
2032,阿联酋,13.213333333333821,AI市场规模
2033,阿联酋,14.126666666667234,AI市场规模
2034,阿联酋,15.040000000000418,AI市场规模
2035,阿联酋,15.95333333333383,AI市场规模
2016,韩国,0.5,AI市场规模
2017,韩国,0.7,AI市场规模
2018,韩国,1.0,AI市场规模
2019,韩国,1.5,AI市场规模
2020,韩国,2.5,AI市场规模
2021,韩国,4.0,AI市场规模
2022,韩国,6.0,AI市场规模
2023,韩国,9.0,AI市场规模
2024,韩国,12.5,AI市场规模
2025,韩国,13.0,AI市场规模
2026,韩国,13.406666666666752,AI市场规模
2027,韩国,14.922424242424313,AI市场规模
2028,韩国,16.438181818181874,AI市场规模
2029,韩国,17.95393939393989,AI市场规模
2030,韩国,19.469696969697452,AI市场规模
2031,韩国,20.985454545455013,AI市场规模
2032,韩国,22.501212121212575,AI市场规模
2033,韩国,24.016969696970136,AI市场规模
2034,韩国,25.532727272728152,AI市场规模
2035,韩国,27.048484848485714,AI市场规模
2016,中国,2.9,AI应用渗透率
2017,中国,3.8,AI应用渗透率
2018,中国,5.5,AI应用渗透率
2019,中国,59.0,AI应用渗透率
2020,中国,15.1,AI应用渗透率
2021,中国,58.0,AI应用渗透率
2022,中国,58.0,AI应用渗透率
2023,中国,60.0,AI应用渗透率
2024,中国,63.0,AI应用渗透率
2025,中国,66.0,AI应用渗透率
2026,中国,82.28666666666504,AI应用渗透率
2027,中国,90.13333333333321,AI应用渗透率
2028,中国,97.97999999999956,AI应用渗透率
2029,中国,100.0,AI应用渗透率
2030,中国,100.0,AI应用渗透率
2031,中国,100.0,AI应用渗透率
2032,中国,100.0,AI应用渗透率
2033,中国,100.0,AI应用渗透率
2034,中国,100.0,AI应用渗透率
2035,中国,100.0,AI应用渗透率
2016,加拿大,1.0,AI应用渗透率
2017,加拿大,1.8,AI应用渗透率
2018,加拿大,3.4,AI应用渗透率
2019,加拿大,5.0,AI应用渗透率
2020,加拿大,6.0,AI应用渗透率
2021,加拿大,28.0,AI应用渗透率
2022,加拿大,31.0,AI应用渗透率
2023,加拿大,29.0,AI应用渗透率
2024,加拿大,35.0,AI应用渗透率
2025,加拿大,40.0,AI应用渗透率
2026,加拿大,45.066666666667516,AI应用渗透率
2027,加拿大,49.98424242424335,AI应用渗透率
2028,加拿大,54.90181818181918,AI应用渗透率
2029,加拿大,59.81939393939501,AI应用渗透率
2030,加拿大,64.73696969697085,AI应用渗透率
2031,加拿大,69.65454545454668,AI应用渗透率
2032,加拿大,74.57212121212251,AI应用渗透率
2033,加拿大,79.48969696970016,AI应用渗透率
2034,加拿大,84.407272727276,AI应用渗透率
2035,加拿大,89.32484848485183,AI应用渗透率
2016,印度,0.8,AI应用渗透率
2017,印度,1.2,AI应用渗透率
2018,印度,2.1,AI应用渗透率
2019,印度,4.2,AI应用渗透率
2020,印度,5.5,AI应用渗透率
2021,印度,43.0,AI应用渗透率
2022,印度,57.0,AI应用渗透率
2023,印度,59.0,AI应用渗透率
2024,印度,62.0,AI应用渗透率
2025,印度,65.0,AI应用渗透率
2026,印度,79.44000000000233,AI应用渗透率
2027,印度,88.43272727273143,AI应用渗透率
2028,印度,97.42545454545689,AI应用渗透率
2029,印度,100.0,AI应用渗透率
2030,印度,100.0,AI应用渗透率
2031,印度,100.0,AI应用渗透率
2032,印度,100.0,AI应用渗透率
2033,印度,100.0,AI应用渗透率
2034,印度,100.0,AI应用渗透率
2035,印度,100.0,AI应用渗透率
2016,德国,1.0,AI应用渗透率
2017,德国,1.8,AI应用渗透率
2018,德国,3.0,AI应用渗透率
2019,德国,5.5,AI应用渗透率
2020,德国,6.0,AI应用渗透率
2021,德国,11.0,AI应用渗透率
2022,德国,28.0,AI应用渗透率
2023,德国,35.0,AI应用渗透率
2024,德国,40.0,AI应用渗透率
2025,德国,45.0,AI应用渗透率
2026,德国,47.49333333333561,AI应用渗透率
2027,德国,52.92303030303265,AI应用渗透率
2028,德国,58.35272727272968,AI应用渗透率
2029,德国,63.782424242426714,AI应用渗透率
2030,德国,69.21212121212375,AI应用渗透率
2031,德国,74.64181818182078,AI应用渗透率
2032,德国,80.07151515151781,AI应用渗透率
2033,德国,85.50121212121485,AI应用渗透率
2034,德国,90.93090909091188,AI应用渗透率
2035,德国,96.36060606061073,AI应用渗透率
2016,日本,1.1,AI应用渗透率
2017,日本,1.9,AI应用渗透率
2018,日本,3.2,AI应用渗透率
2019,日本,6.8,AI应用渗透率
2020,日本,7.0,AI应用渗透率
2021,日本,24.3,AI应用渗透率
2022,日本,26.0,AI应用渗透率
2023,日本,32.0,AI应用渗透率
2024,日本,38.0,AI应用渗透率
2025,日本,42.0,AI应用渗透率
2026,日本,46.219999999999345,AI应用渗透率
2027,日本,51.30909090908972,AI应用渗透率
2028,日本,56.39818181818009,AI应用渗透率
2029,日本,61.487272727272284,AI应用渗透率
2030,日本,66.57636363636266,AI应用渗透率
2031,日本,71.66545454545485,AI应用渗透率
2032,日本,76.75454545454522,AI应用渗透率
2033,日本,81.84363636363742,AI应用渗透率
2034,日本,86.93272727272779,AI应用渗透率
2035,日本,92.02181818181816,AI应用渗透率
2016,法国,0.9,AI应用渗透率
2017,法国,1.5,AI应用渗透率
2018,法国,2.8,AI应用渗透率
2019,法国,5.5,AI应用渗透率
2020,法国,6.0,AI应用渗透率
2021,法国,7.0,AI应用渗透率
2022,法国,31.0,AI应用渗透率
2023,法国,28.0,AI应用渗透率
2024,法国,34.0,AI应用渗透率
2025,法国,40.0,AI应用渗透率
2026,法国,41.76666666666824,AI应用渗透率
2027,法国,46.511515151518324,AI应用渗透率
2028,法国,51.256363636366586,AI应用渗透率
2029,法国,56.00121212121485,AI应用渗透率
2030,法国,60.74606060606311,AI应用渗透率
2031,法国,65.49090909091319,AI应用渗透率
2032,法国,70.23575757576145,AI应用渗透率
2033,法国,74.98060606060972,AI应用渗透率
2034,法国,79.72545454545798,AI应用渗透率
2035,法国,84.47030303030806,AI应用渗透率
2016,美国,1.5,AI应用渗透率
2017,美国,2.1,AI应用渗透率
2018,美国,2.9,AI应用渗透率
2019,美国,3.3,AI应用渗透率
2020,美国,3.6,AI应用渗透率
2021,美国,3.7,AI应用渗透率
2022,美国,3.8,AI应用渗透率
2023,美国,3.8,AI应用渗透率
2024,美国,5.4,AI应用渗透率
2025,美国,7.0,AI应用渗透率
2026,美国,6.333333333333371,AI应用渗透率
2027,美国,6.810303030303089,AI应用渗透率
2028,美国,7.287272727272807,AI应用渗透率
2029,美国,7.764242424242525,AI应用渗透率
2030,美国,8.241212121212243,AI应用渗透率
2031,美国,8.71818181818196,AI应用渗透率
2032,美国,9.195151515151679,AI应用渗透率
2033,美国,9.672121212121397,AI应用渗透率
2034,美国,10.149090909091115,AI应用渗透率
2035,美国,10.626060606060832,AI应用渗透率
2016,英国,1.2,AI应用渗透率
2017,英国,2.0,AI应用渗透率
2018,英国,3.5,AI应用渗透率
2019,英国,6.0,AI应用渗透率
2020,英国,7.0,AI应用渗透率
2021,英国,26.0,AI应用渗透率
2022,英国,26.0,AI应用渗透率
2023,英国,29.0,AI应用渗透率
2024,英国,33.0,AI应用渗透率
2025,英国,38.0,AI应用渗透率
2026,英国,42.326666666667734,AI应用渗透率
2027,英国,46.90060606060797,AI应用渗透率
2028,英国,51.474545454548206,AI应用渗透率
2029,英国,56.04848484848662,AI应用渗透率
2030,英国,60.62242424242686,AI应用渗透率
2031,英国,65.1963636363671,AI应用渗透率
2032,英国,69.77030303030551,AI应用渗透率
2033,英国,74.34424242424575,AI应用渗透率
2034,英国,78.91818181818599,AI应用渗透率
2035,英国,83.4921212121244,AI应用渗透率
2016,阿联酋,2.0,AI应用渗透率
2017,阿联酋,3.0,AI应用渗透率
2018,阿联酋,18.0,AI应用渗透率
2019,阿联酋,22.0,AI应用渗透率
2020,阿联酋,28.0,AI应用渗透率
2021,阿联酋,45.0,AI应用渗透率
2022,阿联酋,65.0,AI应用渗透率
2023,阿联酋,65.0,AI应用渗透率
2024,阿联酋,74.0,AI应用渗透率
2025,阿联酋,80.0,AI应用渗透率
2026,阿联酋,92.8666666666686,AI应用渗透率
2027,阿联酋,100.0,AI应用渗透率
2028,阿联酋,100.0,AI应用渗透率
2029,阿联酋,100.0,AI应用渗透率
2030,阿联酋,100.0,AI应用渗透率
2031,阿联酋,100.0,AI应用渗透率
2032,阿联酋,100.0,AI应用渗透率
2033,阿联酋,100.0,AI应用渗透率
2034,阿联酋,100.0,AI应用渗透率
2035,阿联酋,100.0,AI应用渗透率
2016,韩国,1.3,AI应用渗透率
2017,韩国,2.2,AI应用渗透率
2018,韩国,3.9,AI应用渗透率
2019,韩国,3.0,AI应用渗透率
2020,韩国,4.0,AI应用渗透率
2021,韩国,15.0,AI应用渗透率
2022,韩国,22.0,AI应用渗透率
2023,韩国,28.0,AI应用渗透率
2024,韩国,32.0,AI应用渗透率
2025,韩国,36.0,AI应用渗透率
2026,韩国,38.386666666665406,AI应用渗透率
2027,韩国,42.68606060605998,AI应用渗透率
2028,韩国,46.98545454545456,AI应用渗透率
2029,韩国,51.284848484847316,AI应用渗透率
2030,韩国,55.58424242424189,AI应用渗透率
2031,韩国,59.88363636363647,AI应用渗透率
2032,韩国,64.18303030303105,AI应用渗透率
